,base_name,label,x,y,r,complete
46,VID_20220217_105534_F0.png,baya,783,664,22.41451,True
47,VID_20220217_105534_F0.png,baya,773,76,NULL,False
48,VID_20220217_105534_F0.png,val_2,366,461,NULL,False
50,VID_20220217_105534_F0.png,baya,803,702,23.23775,True
51,VID_20220217_105534_F0.png,baya,790,102,NULL,False
52,VID_20220217_105534_F0.png,keypoint,551,201,NULL,False
53,VID_20220217_105534_F0.png,baya,656,721,20.46008,True
54,VID_20220217_105534_F0.png,baya,648,109,NULL,False
55,VID_20220217_105534_F0.png,baya,603,557,18.92688,True
57,VID_20220217_105534_F0.png,baya,635,598,24.4436,True
59,VID_20220217_105534_F0.png,val_1,282,460,NULL,False
61,VID_20220217_105534_F0.png,baya,604,601,23.94956,True
62,VID_20220217_105534_F0.png,baya,604,15,NULL,False
63,VID_20220217_105534_F0.png,baya,592,730,23.44739,True
64,VID_20220217_105534_F0.png,baya,590,113,NULL,False
65,VID_20220217_105534_F0.png,baya,894,595,23.71746,True
66,VID_20220217_105534_F0.png,baya,894,10,NULL,False
67,VID_20220217_105534_F0.png,baya,876,588,25.9425,True
68,VID_20220217_105534_F0.png,baya,870,25,NULL,False
69,VID_20220217_105534_F0.png,baya,677,669,21.64861,True
70,VID_20220217_105534_F0.png,baya,672,96,NULL,False
71,VID_20220217_105534_F0.png,baya,567,661,19.37403,True
72,VID_20220217_105534_F0.png,baya,569,20,NULL,False
74,VID_20220217_105534_F0.png,val_2,421,461,NULL,False
75,VID_20220217_105534_F0.png,baya,656,403,317.27626,True
76,VID_20220217_105534_F0.png,baya,839,3,NULL,False
77,VID_20220217_105534_F0.png,keypoint,420,726,NULL,False
78,VID_20220217_105534_F0.png,baya,668,624,23.63464,True
79,VID_20220217_105534_F0.png,baya,664,67,NULL,False
80,VID_20220217_105534_F0.png,baya,548,437,196.95872,True
82,VID_20220217_105534_F0.png,keypoint,541,846,NULL,False
83,VID_20220217_105534_F0.png,baya,751,673,23.38839,True
84,VID_20220217_105534_F0.png,baya,740,94,NULL,False
85,VID_20220217_105534_F0.png,keypoint,438,85,NULL,False
86,VID_20220217_105534_F0.png,baya,618,721,18.63342,True
87,VID_20220217_105534_F0.png,baya,617,122,NULL,False
0,VID_20220217_105442_F0.png,baya,637,253,22.1813,False
2,VID_20220217_105442_F0.png,baya,632,321,20.75428,False
4,VID_20220217_105442_F0.png,baya,807,259,21.39372,False
6,VID_20220217_105442_F0.png,baya,604,285,19.32266,False
8,VID_20220217_105442_F0.png,baya,739,332,21.62078,False
10,VID_20220217_105442_F0.png,baya,702,466,23.66265,False
12,VID_20220217_105442_F0.png,baya,830,484,21.31789,False
14,VID_20220217_105442_F0.png,baya,852,443,23.01986,False
16,VID_20220217_105442_F0.png,baya,663,349,21.00779,False
18,VID_20220217_105442_F0.png,baya,803,393,22.04949,False
20,VID_20220217_105442_F0.png,baya,733,444,25.52273,False
22,VID_20220217_105442_F0.png,baya,766,353,21.70023,False
24,VID_20220217_105442_F0.png,baya,761,309,22.04654,False
26,VID_20220217_105442_F0.png,baya,791,417,23.06708,False
28,VID_20220217_105442_F0.png,baya,684,374,21.91004,False
30,VID_20220217_105442_F0.png,baya,686,215,17.50888,False
32,VID_20220217_105442_F0.png,baya,723,505,23.83577,True
34,VID_20220217_105442_F0.png,baya,764,481,21.02058,True
36,VID_20220217_105442_F0.png,keypoint,586,576,NULL,False
37,VID_20220217_105442_F0.png,keypoint,448,630,NULL,False
38,VID_20220217_105442_F0.png,keypoint,972,560,NULL,False
39,VID_20220217_105442_F0.png,keypoint,871,618,NULL,False
41,VID_20220217_105442_F0.png,val_2,471,190,NULL,False
44,VID_20220217_105442_F0.png,baya,678,408,19.42087,True
46,VID_20220217_105442_F0.png,baya,663,291,20.728,True
48,VID_20220217_105442_F0.png,baya,819,186,20.62353,True
50,VID_20220217_105442_F0.png,val_1,335,187,NULL,False
52,VID_20220217_105442_F0.png,baya,763,393,24.27056,True
55,VID_20220217_105442_F0.png,cal_2,691,194,NULL,False
56,VID_20220217_105442_F0.png,baya,837,230,18.86929,True
58,VID_20220217_105442_F0.png,baya,836,416,24.93532,True
61,VID_20220217_105442_F0.png,baya,722,369,23.86001,True
63,VID_20220217_105442_F0.png,baya,746,199,23.47765,True
65,VID_20220217_105442_F0.png,baya,600,261,20.03921,True
67,VID_20220217_105442_F0.png,baya,791,279,19.81161,True
69,VID_20220217_105442_F0.png,baya,723,470,22.74379,True
71,VID_20220217_105442_F0.png,baya,653,263,20.64946,True
74,VID_20220217_105442_F0.png,val_1,389,188,NULL,False
76,VID_20220217_105442_F0.png,baya,769,459,24.55056,True
78,VID_20220217_105442_F0.png,cal_1,636,193,NULL,False
80,VID_20220217_105442_F0.png,baya,789,222,23.25962,True
82,VID_20220217_105442_F0.png,baya,732,269,22.37789,True
84,VID_20220217_105442_F0.png,baya,717,327,23.34823,True
86,VID_20220217_105442_F0.png,baya,817,458,24.4755,True
89,VID_20220217_105442_F0.png,val_2,416,188,NULL,False
90,VID_20220217_105442_F0.png,baya,695,222,18.67538,True
0,VID_20220217_105415_F0.png,baya,550,261,22.90616,False
2,VID_20220217_105415_F0.png,baya,759,488,23.89297,False
4,VID_20220217_105415_F0.png,baya,621,434,25.26242,False
6,VID_20220217_105415_F0.png,baya,598,310,22.17794,False
8,VID_20220217_105415_F0.png,baya,656,501,25.37339,False
10,VID_20220217_105415_F0.png,baya,783,358,28.235,False
12,VID_20220217_105415_F0.png,baya,616,356,27.2991,False
14,VID_20220217_105415_F0.png,baya,583,212,24.85867,False
16,VID_20220217_105415_F0.png,baya,649,284,24.109,False
18,VID_20220217_105415_F0.png,baya,637,205,24.85105,False
20,VID_20220217_105415_F0.png,baya,581,430,25.18992,False
22,VID_20220217_105415_F0.png,baya,651,398,23.85542,False
24,VID_20220217_105415_F0.png,keypoint,391,626,NULL,False
28,VID_20220217_105415_F0.png,val_1,339,168,NULL,False
29,VID_20220217_105415_F0.png,baya,693,483,24.80266,True
31,VID_20220217_105415_F0.png,baya,872,434,23.97091,True
33,VID_20220217_105415_F0.png,baya,757,231,25.74221,True
35,VID_20220217_105415_F0.png,baya,805,404,21.68784,True
37,VID_20220217_105415_F0.png,baya,625,238,22.99304,True
40,VID_20220217_105415_F0.png,val_2,426,171,NULL,False
41,VID_20220217_105415_F0.png,baya,577,387,23.82876,True
43,VID_20220217_105415_F0.png,val_1,282,168,NULL,False
45,VID_20220217_105415_F0.png,baya,670,221,23.77526,True
47,VID_20220217_105415_F0.png,cal_1,455,172,NULL,False
50,VID_20220217_105415_F0.png,baya,799,486,22.61511,True
52,VID_20220217_105415_F0.png,baya,817,346,26.02032,True
54,VID_20220217_105415_F0.png,baya,592,470,23.56591,True
56,VID_20220217_105415_F0.png,baya,701,298,22.93172,True
58,VID_20220217_105415_F0.png,baya,850,402,26.01892,True
60,VID_20220217_105415_F0.png,baya,676,320,21.19965,True
62,VID_20220217_105415_F0.png,baya,565,338,23.14865,True
64,VID_20220217_105415_F0.png,baya,555,238,24.33398,True
66,VID_20220217_105415_F0.png,baya,760,465,24.15618,True
68,VID_20220217_105415_F0.png,baya,716,201,24.72024,True
70,VID_20220217_105415_F0.png,baya,733,335,24.90732,True
72,VID_20220217_105415_F0.png,baya,700,425,21.98546,True
74,VID_20220217_105415_F0.png,baya,726,270,24.03815,True
76,VID_20220217_105415_F0.png,baya,816,443,23.71315,True
78,VID_20220217_105415_F0.png,baya,833,526,26.2959,True
80,VID_20220217_105415_F0.png,baya,724,372,25.06201,True
82,VID_20220217_105415_F0.png,baya,636,319,23.86649,True
85,VID_20220217_105415_F0.png,baya,647,473,25.13913,True
87,VID_20220217_105415_F0.png,baya,636,381,22.02937,True
89,VID_20220217_105415_F0.png,val_2,368,170,NULL,False
91,VID_20220217_105415_F0.png,baya,765,411,26.68993,True
93,VID_20220217_105415_F0.png,keypoint,418,448,NULL,False
95,VID_20220217_105415_F0.png,cal_2,512,173,NULL,False
96,VID_20220217_105415_F0.png,keypoint,888,647,NULL,False
97,VID_20220217_105415_F0.png,keypoint,527,557,NULL,False
0,VID_20220217_105340_F0.png,baya,659,405,24.29405,False
2,VID_20220217_105340_F0.png,baya,426,418,22.81776,False
4,VID_20220217_105340_F0.png,baya,386,448,23.63922,True
6,VID_20220217_105340_F0.png,baya,652,408,22.46442,True
8,VID_20220217_105340_F0.png,baya,335,431,26.18348,True
11,VID_20220217_105340_F0.png,keypoint,703,155,NULL,False
12,VID_20220217_105340_F0.png,keypoint,340,67,NULL,False
13,VID_20220217_105340_F0.png,keypoint,841,86,NULL,False
14,VID_20220217_105340_F0.png,keypoint,787,233,NULL,False
15,VID_20220217_105340_F0.png,baya,667,337,22.51074,True
18,VID_20220217_105340_F0.png,val_2,811,539,NULL,False
19,VID_20220217_105340_F0.png,baya,627,281,23.72949,True
21,VID_20220217_105340_F0.png,baya,343,390,25.81884,True
23,VID_20220217_105340_F0.png,baya,491,414,25.54978,True
25,VID_20220217_105340_F0.png,baya,452,273,25.67358,True
27,VID_20220217_105340_F0.png,cal_1,782,539,NULL,False
29,VID_20220217_105340_F0.png,baya,539,401,24.52918,True
31,VID_20220217_105340_F0.png,val_1,951,541,NULL,False
34,VID_20220217_105340_F0.png,baya,542,264,24.92735,True
36,VID_20220217_105340_F0.png,baya,585,260,24.4902,True
38,VID_20220217_105340_F0.png,baya,418,363,23.2707,True
40,VID_20220217_105340_F0.png,val_2,868,540,NULL,False
42,VID_20220217_105340_F0.png,baya,500,374,26.5985,True
44,VID_20220217_105340_F0.png,baya,632,439,21.06477,True
47,VID_20220217_105340_F0.png,baya,304,376,24.69729,True
50,VID_20220217_105340_F0.png,baya,603,421,21.88087,True
52,VID_20220217_105340_F0.png,baya,369,355,22.02708,True
54,VID_20220217_105340_F0.png,baya,548,358,24.8271,True
56,VID_20220217_105340_F0.png,baya,450,330,26.21439,True
58,VID_20220217_105340_F0.png,baya,391,396,24.34558,True
60,VID_20220217_105340_F0.png,baya,523,317,24.41433,True
62,VID_20220217_105340_F0.png,baya,291,417,23.7924,True
65,VID_20220217_105340_F0.png,val_1,897,541,NULL,False
67,VID_20220217_105340_F0.png,cal_2,725,538,NULL,False
68,VID_20220217_105340_F0.png,baya,496,264,24.74727,False
69,VID_20220217_105340_F0.png,baya,348,359,24.83915,False
70,VID_20220217_105340_F0.png,baya,364,318,19.65438,False
72,VID_20220217_105340_F0.png,baya,497,328,24.63506,True
74,VID_20220217_105340_F0.png,baya,443,264,22.54757,True
75,VID_20220217_105340_F0.png,baya,581,361,24.27447,True
77,VID_20220217_105340_F0.png,baya,557,325,24.98255,False
79,VID_20220217_105340_F0.png,baya,437,399,22.99943,False
81,VID_20220217_105340_F0.png,baya,380,419,22.98335,False
83,VID_20220217_105340_F0.png,baya,618,339,22.11981,False
85,VID_20220217_105340_F0.png,baya,425,321,23.43789,False
86,VID_20220217_105340_F0.png,baya,501,290,25.41339,False
87,VID_20220217_105340_F0.png,baya,398,315,26.07487,False
89,VID_20220217_105340_F0.png,baya,463,377,24.40713,False
91,VID_20220217_105340_F0.png,baya,674,368,22.71745,False
93,VID_20220217_105340_F0.png,baya,568,383,23.71077,False
0,VID_20220217_105252_F0.png,baya,657,365,24.26397,True
4,VID_20220217_105252_F0.png,baya,823,357,25.85885,True
7,VID_20220217_105252_F0.png,baya,613,346,26.91858,True
9,VID_20220217_105252_F0.png,baya,715,365,25.83118,True
11,VID_20220217_105252_F0.png,keypoint,856,622,NULL,False
12,VID_20220217_105252_F0.png,keypoint,957,558,NULL,False
13,VID_20220217_105252_F0.png,keypoint,394,633,NULL,False
14,VID_20220217_105252_F0.png,keypoint,534,563,NULL,False
15,VID_20220217_105252_F0.png,baya,760,380,24.13566,False
17,VID_20220217_105252_F0.png,baya,889,352,21.79541,False
19,VID_20220217_105252_F0.png,baya,897,375,23.86387,False
21,VID_20220217_105252_F0.png,baya,878,308,23.52275,False
23,VID_20220217_105252_F0.png,baya,702,292,25.34028,False
25,VID_20220217_105252_F0.png,baya,601,322,27.78381,False
27,VID_20220217_105252_F0.png,baya,834,275,23.25726,False
29,VID_20220217_105252_F0.png,baya,757,261,23.84722,False
31,VID_20220217_105252_F0.png,baya,710,419,20.84768,False
33,VID_20220217_105252_F0.png,baya,679,391,24.56683,False
35,VID_20220217_105252_F0.png,baya,845,406,26.08512,False
37,VID_20220217_105252_F0.png,baya,791,286,24.18781,False
39,VID_20220217_105252_F0.png,baya,648,321,26.1727,False
41,VID_20220217_105252_F0.png,baya,658,281,24.0127,False
43,VID_20220217_105252_F0.png,baya,653,436,25.47342,True
45,VID_20220217_105252_F0.png,baya,613,458,24.8125,True
47,VID_20220217_105252_F0.png,baya,808,321,26.67002,True
49,VID_20220217_105252_F0.png,baya,862,334,25.71945,True
52,VID_20220217_105252_F0.png,val_1,337,172,NULL,False
54,VID_20220217_105252_F0.png,cal_2,659,179,NULL,False
55,VID_20220217_105252_F0.png,cal_1,600,178,NULL,False
57,VID_20220217_105252_F0.png,val_1,278,172,NULL,False
60,VID_20220217_105252_F0.png,val_2,425,174,NULL,False
61,VID_20220217_105252_F0.png,baya,879,405,22.72466,True
63,VID_20220217_105252_F0.png,val_2,367,173,NULL,False
65,VID_20220217_105252_F0.png,baya,766,297,22.73785,True
68,VID_20220217_105252_F0.png,baya,562,415,25.70311,True
70,VID_20220217_105252_F0.png,baya,543,358,25.18492,True
72,VID_20220217_105252_F0.png,baya,689,324,28.88044,True
74,VID_20220217_105252_F0.png,baya,765,340,25.17936,True
76,VID_20220217_105252_F0.png,baya,832,302,25.68891,True
0,VID_20220217_105213_F0.png,baya,874,434,20.2468,False
1,VID_20220217_105213_F0.png,baya,631,438,20.94823,True
3,VID_20220217_105213_F0.png,baya,628,357,19.21067,True
5,VID_20220217_105213_F0.png,baya,894,413,21.20778,True
7,VID_20220217_105213_F0.png,baya,955,394,19.8,True
9,VID_20220217_105213_F0.png,baya,676,473,23.40709,False
11,VID_20220217_105213_F0.png,baya,668,438,22.02777,False
13,VID_20220217_105213_F0.png,baya,647,323,22.7138,False
15,VID_20220217_105213_F0.png,baya,629,378,23.37173,False
17,VID_20220217_105213_F0.png,baya,849,378,22.63184,True
19,VID_20220217_105213_F0.png,keypoint,917,632,NULL,False
20,VID_20220217_105213_F0.png,keypoint,1014,570,NULL,False
21,VID_20220217_105213_F0.png,keypoint,590,558,NULL,False
22,VID_20220217_105213_F0.png,keypoint,460,636,NULL,False
23,VID_20220217_105213_F0.png,baya,906,368,20.1102,True
25,VID_20220217_105213_F0.png,baya,821,360,21.50372,True
27,VID_20220217_105213_F0.png,baya,804,391,18.67753,True
29,VID_20220217_105213_F0.png,baya,931,430,20.40711,True
31,VID_20220217_105213_F0.png,baya,833,436,18.93621,True
33,VID_20220217_105213_F0.png,baya,763,460,20.32462,True
35,VID_20220217_105213_F0.png,baya,805,462,23.91171,True
37,VID_20220217_105213_F0.png,baya,716,453,24.8767,True
39,VID_20220217_105213_F0.png,baya,863,433,17.75894,True
42,VID_20220217_105213_F0.png,cal_2,713,203,NULL,False
43,VID_20220217_105213_F0.png,baya,680,407,27.28883,True
45,VID_20220217_105213_F0.png,baya,657,316,19.22836,True
47,VID_20220217_105213_F0.png,val_2,433,202,NULL,False
50,VID_20220217_105213_F0.png,val_1,348,201,NULL,False
52,VID_20220217_105213_F0.png,baya,711,368,20.76921,True
55,VID_20220217_105213_F0.png,val_2,489,202,NULL,False
56,VID_20220217_105213_F0.png,baya,741,369,20.63056,True
58,VID_20220217_105213_F0.png,baya,746,411,22.50089,True
64,VID_20220217_105213_F0.png,val_1,404,201,NULL,False
65,VID_20220217_105213_F0.png,cal_1,656,203,NULL,False
67,VID_20220217_105213_F0.png,baya,863,371,21.17149,False
69,VID_20220217_105213_F0.png,baya,949,448,22.29125,False
71,VID_20220217_105213_F0.png,baya,779,374,17.80169,False
73,VID_20220217_105213_F0.png,baya,664,390,20.79327,False
75,VID_20220217_105213_F0.png,baya,775,421,19.77726,False
77,VID_20220217_105213_F0.png,baya,681,354,21.66679,False
0,VID_20220217_105141_F0.png,baya,597,196,22.84518,False
2,VID_20220217_105141_F0.png,baya,662,228,22.54045,False
4,VID_20220217_105141_F0.png,baya,790,441,22.65459,True
7,VID_20220217_105141_F0.png,val_1,340,164,NULL,False
8,VID_20220217_105141_F0.png,baya,662,470,22.58901,True
10,VID_20220217_105141_F0.png,baya,557,380,24.31252,True
12,VID_20220217_105141_F0.png,cal_1,454,166,NULL,False
14,VID_20220217_105141_F0.png,cal_2,511,166,NULL,False
16,VID_20220217_105141_F0.png,baya,783,367,24.27222,True
18,VID_20220217_105141_F0.png,baya,593,266,21.47067,False
20,VID_20220217_105141_F0.png,baya,873,294,21.57792,True
22,VID_20220217_105141_F0.png,baya,752,341,22.2374,True
24,VID_20220217_105141_F0.png,baya,602,202,19.64074,True
26,VID_20220217_105141_F0.png,keypoint,421,447,NULL,False
27,VID_20220217_105141_F0.png,baya,833,266,22.1422,False
29,VID_20220217_105141_F0.png,baya,845,303,22.69407,False
31,VID_20220217_105141_F0.png,baya,753,431,24.67494,False
33,VID_20220217_105141_F0.png,baya,602,402,23.51273,False
35,VID_20220217_105141_F0.png,baya,548,365,21.23543,False
37,VID_20220217_105141_F0.png,baya,584,240,23.61263,False
39,VID_20220217_105141_F0.png,baya,845,368,23.68301,True
41,VID_20220217_105141_F0.png,baya,815,350,22.5197,True
44,VID_20220217_105141_F0.png,baya,660,243,25.18622,True
47,VID_20220217_105141_F0.png,val_2,425,165,NULL,False
48,VID_20220217_105141_F0.png,baya,722,379,25.9159,True
50,VID_20220217_105141_F0.png,baya,620,230,24.70234,True
52,VID_20220217_105141_F0.png,baya,831,322,22.60791,True
56,VID_20220217_105141_F0.png,baya,624,425,23.64682,True
59,VID_20220217_105141_F0.png,val_1,282,163,NULL,False
61,VID_20220217_105141_F0.png,baya,580,358,22.62703,True
63,VID_20220217_105141_F0.png,baya,760,412,25.77504,True
65,VID_20220217_105141_F0.png,baya,652,344,25.36435,True
67,VID_20220217_105141_F0.png,baya,581,307,25.78861,True
69,VID_20220217_105141_F0.png,baya,790,308,27.44231,True
71,VID_20220217_105141_F0.png,baya,688,469,24.3831,True
73,VID_20220217_105141_F0.png,baya,868,335,21.5603,True
75,VID_20220217_105141_F0.png,baya,736,294,29.11631,True
77,VID_20220217_105141_F0.png,baya,659,302,22.37445,False
79,VID_20220217_105141_F0.png,val_2,368,164,NULL,False
81,VID_20220217_105141_F0.png,keypoint,384,607,NULL,False
82,VID_20220217_105141_F0.png,keypoint,511,529,NULL,False
83,VID_20220217_105141_F0.png,keypoint,302,434,NULL,False
84,VID_20220217_105141_F0.png,baya,866,373,23.35956,False
86,VID_20220217_105141_F0.png,baya,692,311,27.50018,True
88,VID_20220217_105141_F0.png,baya,624,379,23.92205,True
90,VID_20220217_105141_F0.png,baya,687,421,24.79516,True
92,VID_20220217_105141_F0.png,baya,641,190,19.42049,True
94,VID_20220217_105141_F0.png,baya,695,283,25.15802,False
96,VID_20220217_105141_F0.png,baya,555,289,22.46405,False
98,VID_20220217_105141_F0.png,baya,807,283,23.46218,False
100,VID_20220217_105141_F0.png,baya,615,302,21.51618,False
0,VID_20220217_105114_F0.png,baya,730,439,24.66617,False
2,VID_20220217_105114_F0.png,baya,681,354,25.3314,True
4,VID_20220217_105114_F0.png,val_1,265,191,NULL,False
6,VID_20220217_105114_F0.png,baya,812,416,24.38955,True
8,VID_20220217_105114_F0.png,baya,761,355,23.75416,True
10,VID_20220217_105114_F0.png,cal_1,589,191,NULL,False
12,VID_20220217_105114_F0.png,baya,848,416,21.60093,True
14,VID_20220217_105114_F0.png,baya,581,378,18.36061,True
16,VID_20220217_105114_F0.png,baya,502,523,156.43903,True
18,VID_20220217_105114_F0.png,baya,706,424,27.4729,True
20,VID_20220217_105114_F0.png,baya,664,413,21.60417,True
23,VID_20220217_105114_F0.png,val_1,324,191,NULL,False
25,VID_20220217_105114_F0.png,cal_2,649,191,NULL,False
26,VID_20220217_105114_F0.png,val_2,353,191,NULL,False
28,VID_20220217_105114_F0.png,baya,575,362,20.86936,True
31,VID_20220217_105114_F0.png,val_2,412,191,NULL,False
33,VID_20220217_105114_F0.png,baya,644,380,22.61526,True
36,VID_20220217_105114_F0.png,baya,812,352,23.61228,True
39,VID_20220217_105114_F0.png,baya,720,359,24.51224,True
42,VID_20220217_105114_F0.png,baya,626,338,22.91921,True
44,VID_20220217_105114_F0.png,keypoint,960,585,NULL,False
45,VID_20220217_105114_F0.png,keypoint,851,651,NULL,False
46,VID_20220217_105114_F0.png,keypoint,372,650,NULL,False
47,VID_20220217_105114_F0.png,keypoint,503,569,NULL,False
48,VID_20220217_105114_F0.png,baya,787,440,25.17479,True
50,VID_20220217_105114_F0.png,baya,637,446,24.66247,True
52,VID_20220217_105114_F0.png,baya,623,466,23.91546,True
54,VID_20220217_105114_F0.png,baya,570,425,22.65784,True
56,VID_20220217_105114_F0.png,baya,620,378,19.72345,False
58,VID_20220217_105114_F0.png,baya,758,400,24.10519,True
60,VID_20220217_105114_F0.png,baya,600,327,21.49465,False
